id,name,latitude,longitude,sector,subsector,assetType,sourceType,year,ch4_emissions,co2e_20yr_emissions,pm2_5_emissions,wte_class,waste_type,how_used,energy_generated,needed_hardware,wte_score,wte_confidence,wte_reason,second_best_wte_class,second_best_wte_score,classification_note
38469968,Enva Textile Group For Socks Production S.A.E,30.5964923,32.2714587,manufacturing,textiles-leather-apparel,Ironing|Knitting|Laundry|Packing|Sewing|Washing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38477077,Dice - United Dyers,30.5972455,30.9876321,manufacturing,textiles-leather-apparel,Wet Process,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479274,Eko Egypt International,29.9270238,30.8843434,manufacturing,textiles-leather-apparel,Finished Goods,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38480085,Milteks Textile Egypt,29.9553288,30.9362564,manufacturing,textiles-leather-apparel,Finished Goods,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38480047,Master Company For Clothes,30.3171972,31.7808036,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38476776,Plaza Readymade Garments Ind.,31.2652893,32.3018661,manufacturing,textiles-leather-apparel,Cut & Sew| Laundry| Wet Finishing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38476487,Mega Textiles Sae,30.3593519,30.5327214,manufacturing,textiles-leather-apparel,"Cutting, Sewing, Washing, Packing",point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38476458,Techno Tex,29.8907854,31.3427262,manufacturing,textiles-leather-apparel,Cut & Sew| Laundry| Wet Finishing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38476394,Lotustex Textile Co.,30.2197169,31.7503464,manufacturing,textiles-leather-apparel,Wet Process| Weaving,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38476391,Lotus Garments Co.,31.2652893,32.3018661,manufacturing,textiles-leather-apparel,Cut & Sew| Laundry| Wet Finishing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38476176,Sahinler Egypt,30.8468631,29.5885765,manufacturing,textiles-leather-apparel,Final Product Assembly | Cutting | Sewing | Packing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38475921,Alroubaia Textile Cofourtex,30.3593519,30.5327214,manufacturing,textiles-leather-apparel,Weaving| Knitting| Spinning| Deying| Finishing ,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38475896,Hela Clothing Egypt,31.1788926,29.9371714,manufacturing,textiles-leather-apparel,Factory Processing |  Manufacturer | Finished Product Supplier | Primary Producer Agriculture | Sub-Contractor,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,Medium,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Biogas + Composting / Biochar,85.169,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38475620,Elvan Knitting Dyeing And Finishing S.A.E,30.9150146,29.5455699,manufacturing,textiles-leather-apparel,Wet Process|Weaving,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38475538,Textiles International Of Egypt Ltd.,30.0308396,31.3478656,manufacturing,textiles-leather-apparel,Finished Goods,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38474913,Wagdy Moamen & Partners For Textile Industries,30.2283408,31.4798948,manufacturing,textiles-leather-apparel,Manufacturing|Wetprocess|Weaving,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38477339,Jade Apparel Industries,31.2000924,29.9187387,manufacturing,textiles-leather-apparel,Finished Goods,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38477429,Globe International Industries,31.2000924,29.9187387,manufacturing,textiles-leather-apparel,Final Product Assembly | Cutting | Sewing | Packing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479066,Delta Galil Industries Ltd Egypt,28.0870967,30.7618397,manufacturing,textiles-leather-apparel,Finished Goods,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479192,Em. Tex For Ready Made Garments,31.1340357,30.133566,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479167,El Safwa For Ready Made Garment And Export,31.1340357,30.133566,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,62.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38480007,Lotus High Tech Garments Co.,31.2652893,32.3018661,manufacturing,textiles-leather-apparel,Cut & Sew| Laundry| Wet Finishing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479882,Karnak Garments Company,30.5964923,32.2714587,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479735,Jae Egypt For Clothing Industry Co Ltd,30.5964923,32.2714587,manufacturing,textiles-leather-apparel,Cutting | Finishing | Heat Transfer | Ironing | Knitting | Painting | Pressing | Samples | Sewing,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479733,Jade Textile Egypt,30.2926655,31.7423434,manufacturing,textiles-leather-apparel,Finished Goods,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479731,Jade Apparel Industries Sae,30.8468631,29.5885765,manufacturing,textiles-leather-apparel,Finished Goods,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38477814,Elite Merchandising Corp.,31.2423001,29.9835516,manufacturing,textiles-leather-apparel,Final Product Assembly,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
38479154,Elhesn Textiles,30.2926655,31.7423434,manufacturing,textiles-leather-apparel,Wet Process| Weaving,point-source,2026,0.0014695657836922,16.233206549409324,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",92.669,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,17.135,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3166016,Cairo International Airport,30.111534,31.396694,transportation,international-aviation,international,point-source,2026,3.5860512746474207,515811.0058399448,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",91.929,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,24.485,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
1567316,Egyptian Iron & Steel Company Cairo plant,29.774458,31.312013,manufacturing,iron-and-steel,BF/BOF,point-source,2026,0.0,0.0,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",91.891,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Pyrolysis,16.513,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
41629104,Karmouz,31.176,29.914,power,electricity-generation,oil,point-source,2026,0.0,0.0,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",91.891,High,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,MRF + Waste-to-Energy,61.513,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
49701468,Quena Mill Steam Cogen power station,25.9122,32.7545,power,electricity-generation,biomass,point-source,2026,0.0,0.0,0.0,Waste Recovery / RDF,Industrial Waste,"Dry combustible material is sorted, shredded and baled as RDF.",RDF fuel + heat/electricity,"MRF line, magnetic separator, RDF shredder, CEMS",91.891,Medium,Industrial/dry combustible waste or RDF-compatible source; Manufacturing/power sector,Biogas + Composting / Biochar,79.593,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3166992,Hurghada International Airport,27.176776,33.796692,transportation,international-aviation,international,point-source,2026,1.019595520532011,146656.7404414001,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",90.685,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,24.204,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3169223,Sharm El Sheikh International Airport,27.977272,34.394717,transportation,international-aviation,international,point-source,2026,0.6790060237620813,97666.974971666,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",90.386,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,24.157,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3168907,Marsa Alam International Airport,25.555548,34.59245,transportation,international-aviation,international,point-source,2026,0.1790152457461845,25749.22300242431,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.592,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,23.502,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3166889,Alexandria International Airport,30.93249,29.696437,transportation,international-aviation,international,point-source,2026,0.1629253324810035,23434.879533923155,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.562,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,23.455,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3170922,Cairo International Airport,30.111534,31.396694,transportation,domestic-aviation,domestic,point-source,2026,0.1419299343461376,20414.940163139887,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.532,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,23.361,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3169198,Sphinx International Airport,30.108179,30.895728,transportation,international-aviation,international,point-source,2026,0.1026599987070641,14766.42499982784,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.382,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,23.127,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3165648,Asyut International Airport,27.045962,31.01276,transportation,international-aviation,international,point-source,2026,0.0733405025054099,10549.16270538879,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.367,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,23.081,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3167848,Luxor International Airport,25.671018,32.706446,transportation,international-aviation,international,point-source,2026,0.0684140746013899,9840.554395648338,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.352,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,23.034,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3170541,Aswan International Airport,23.961075,32.820382,transportation,domestic-aviation,domestic,point-source,2026,0.0635028600380952,9134.134344797869,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.337,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,22.987,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3172754,Luxor International Airport,25.671018,32.706446,transportation,domestic-aviation,domestic,point-source,2026,0.0433901388339934,6241.1575968605,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.202,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,22.8,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3171898,Hurghada International Airport,27.176776,33.796692,transportation,domestic-aviation,domestic,point-source,2026,0.0209390428712218,3011.8333335299576,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.172,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,22.706,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3174129,Sharm El Sheikh International Airport,27.977272,34.394717,transportation,domestic-aviation,domestic,point-source,2026,0.0205312994581673,2953.184272514244,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.157,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,22.659,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3170351,Abu Simbel Airport,22.375924,31.611734,transportation,domestic-aviation,domestic,point-source,2026,0.0051011751887883,733.7436371021831,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",89.022,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,18.399,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3165635,Aswan International Airport,23.961075,32.820382,transportation,international-aviation,international,point-source,2026,0.0047882449298311,688.7323254202638,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",88.993,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,18.305,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3173813,Marsa Alam International Airport,25.555548,34.59245,transportation,domestic-aviation,domestic,point-source,2026,0.0023162229613909,333.1612417009122,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",88.918,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,18.071,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3166042,Capital International Airport,30.06465,31.839974,transportation,international-aviation,international,point-source,2026,0.0020050975571286,288.4095369917457,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",88.903,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,18.024,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3166302,El Alamein International Airport,30.924324,28.46161,transportation,international-aviation,international,point-source,2026,0.0015647300519942,225.0678867012388,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",88.873,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,17.931,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3171795,Alexandria International Airport,30.93249,29.696437,transportation,domestic-aviation,domestic,point-source,2026,0.0003531832097732,50.80122193647672,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",87.539,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,15.684,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
826874,El Arish International Airport,31.055324,33.827964,transportation,international-aviation,international,point-source,2026,0.0002535395461085,36.46866100968546,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",87.509,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,15.59,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3170554,Asyut International Airport,27.045962,31.01276,transportation,domestic-aviation,domestic,point-source,2026,0.0001285726962186,18.49365964981092,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",87.449,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,15.403,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
831784,El Arish International Airport,31.055324,33.827964,transportation,domestic-aviation,domestic,point-source,2026,4.080407047303888e-05,5.869182290242484,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.82,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,15.356,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
3171861,Sohag International Airport,26.342515,31.743017,transportation,domestic-aviation,domestic,point-source,2026,0.0,0.0,0.0,MRF + Waste-to-Energy,Mixed Waste,Mixed waste is sorted first; energy-rich fraction is recovered.,Steam/ORC/electricity,"MRF, thermal unit, boiler/ORC, flue gas treatment",86.513,High,Mixed municipal/commercial/transport hub source; Transportation/buildings sector can generate mixed waste streams,Methane Capture + Generator,7.654,Opportunity classification based on source sector/subsector/name and relative emissions; not a direct waste measurement.
